state,postcode,country,state_ok,postcode_state_country,Latitude,Longitude,dist_to_rch,km_to_rch,albury_wodonga,barwon_geelong,bendigo_bendigo,cabrini_brighton,cabrini_malvern,casey_berwick,central_sale,dandenong_dandenong,eastern_boxhill,echuca_echuca,epworth_richmond,frankston_frankston,grampians_ballarat,grampians_horsham,latrobe_traralgonwest,maroondah_eastringwood,mildura_mildura,monash_clayton,shepparton_shepparton,south_warrnambool,sunshine_stalbans,northern_epping,royal_parkville,wangaratta_wangaratta,werribee_werribee,west_warragul,TravelDuration,TravelDuration_min,min_distance,closest_hospital
VIC,3660,Australia,Victoria,3660 Victoria Australia,-37.05639648,145.2648621,86.5,86.5,177.1,145.3,93.7,98.1,92.0,109.9,198.3,102.5,85.3,112.1,88.0,122.2,136.7,274.5,167.5,82.8,425.9,96.9,78.6,286.4,87.8,69.9,86.7,122.1,104.9,137.1,4726.0,78.8,86.7,northern_epping
VIC,3662,Australia,Victoria,3662 Victoria Australia,-36.93568039,144.9486237,95.4,95.4,194.4,144.7,62.7,108.6,103.4,128.0,228.9,118.3,98.9,90.5,98.2,136.0,118.9,245.1,196.0,100.1,397.3,110.6,76.2,270.9,92.5,80.0,95.5,138.1,107.9,162.3,4650.0,77.5,95.5,bendigo_bendigo
VIC,3669,Australia,Victoria,3669 Victoria Australia,-36.64915085,145.7489777,145.6,145.6,116.5,207.0,131.1,155.6,149.1,159.0,200.5,154.9,141.1,106.1,146.2,175.6,196.0,315.7,186.0,135.1,426.2,151.8,44.2,347.3,148.7,129.2,145.7,60.4,165.9,170.1,6715.0,111.9,60.4,shepparton_shepparton
VIC,3677,Australia,Victoria,3677 Victoria Australia,-36.36938477,146.3160095,199.4,199.4,57.1,262.8,186.3,207.8,201.3,204.9,204.9,203.4,192.6,142.9,199.3,224.1,255.5,368.9,206.3,184.6,449.7,202.3,81.0,406.7,204.1,183.6,199.5,2.3,221.3,203.4,8797.0,146.6,2.3,wangaratta_wangaratta
VIC,3690,Australia,Victoria,3690 Victoria Australia,-36.11652756,146.8493805,251.5,251.5,3.1,315.7,240.0,259.0,252.4,252.3,222.5,252.4,243.5,188.7,250.9,272.7,310.9,420.4,236.4,234.5,478.5,252.5,131.8,462.0,257.1,236.2,251.6,54.6,274.1,242.8,11047.0,184.1,54.6,albury_wodonga
VIC,3691,Australia,Victoria,3691 Victoria Australia,-36.31819153,147.0217285,246.4,246.4,24.4,311.2,249.2,252.6,246.2,242.5,199.2,244.0,237.0,204.9,245.3,263.7,313.5,432.3,217.1,227.1,502.2,245.1,144.3,462.9,253.1,231.9,246.5,63.6,269.8,227.8,12711.0,211.9,63.6,albury_wodonga
VIC,3712,Australia,Victoria,3712 Victoria Australia,-37.36654282,145.8389893,91.6,91.6,165.8,156.2,154.1,96.2,89.9,86.8,136.9,87.0,80.7,167.6,89.8,107.1,176.8,330.3,110.1,70.2,485.9,88.2,118.3,316.3,100.3,79.4,91.7,120.7,115.8,89.9,7831.0,130.5,91.7,maroondah_eastringwood
VIC,3714,Australia,Victoria,3714 Victoria Australia,-37.21318817,145.7196808,93.7,93.7,158.7,158.4,137.6,100.8,94.3,97.9,155.8,95.7,85.3,147.6,92.9,116.4,169.4,316.8,130.1,76.8,466.3,94.6,98.8,313.5,100.3,79.1,93.8,109.6,117.0,108.2,6874.0,114.6,93.8,maroondah_eastringwood
VIC,3717,Australia,Victoria,3717 Victoria Australia,-37.30918503,145.446991,69.4,69.4,183.0,133.5,120.5,78.1,71.6,82.0,169.1,76.9,63.2,144.4,69.3,97.6,143.6,295.1,135.6,57.1,457.6,73.7,105.7,287.1,75.0,54.0,69.6,131.7,91.9,104.9,5095.0,84.9,69.6,northern_epping
VIC,3720,Australia,Victoria,3720 Victoria Australia,-37.0170784,145.8808899,119.2,119.2,132.9,183.7,145.1,126.7,120.2,123.4,161.0,121.6,111.3,140.6,118.6,142.3,189.3,328.4,143.6,102.9,461.7,120.7,84.3,336.1,125.3,104.2,119.4,83.7,142.2,128.5,8186.0,136.4,83.7,wangaratta_wangaratta
VIC,3730,Australia,Victoria,3730 Victoria Australia,-36.05214691,145.9723663,213.9,213.9,82.0,273.5,169.8,224.4,218.0,228.2,249.0,224.2,210.1,110.4,214.7,244.9,251.9,344.8,245.2,204.5,405.2,221.0,60.8,403.9,216.0,197.3,214.0,45.0,233.2,235.8,10019.0,167.0,45.0,wangaratta_wangaratta
VIC,3737,Australia,Victoria,3737 Victoria Australia,-36.44256973,146.9048004,229.4,229.4,34.8,294.2,236.4,235.4,229.0,225.1,185.9,226.6,219.8,196.2,228.3,246.4,298.0,420.3,201.4,209.9,499.4,227.9,134.0,446.9,236.2,215.0,229.5,54.0,252.9,210.9,11469.0,191.2,54.0,albury_wodonga
VIC,3740,Australia,Victoria,3740 Victoria Australia,-36.81393051,146.8638306,201.3,201.3,76.0,266.0,229.8,205.6,199.5,191.4,145.3,194.4,190.2,203.5,199.6,213.3,279.3,414.8,160.2,179.3,517.5,197.0,139.2,424.3,209.5,188.4,201.4,71.4,225.4,172.2,12208.0,203.5,71.4,wangaratta_wangaratta
VIC,3741,Australia,Victoria,3741 Victoria Australia,-36.90353775,147.1034699,214.5,214.5,88.2,278.5,251.5,217.6,211.8,200.2,134.0,204.7,202.5,227.0,212.4,222.5,296.9,436.2,156.7,191.0,540.8,208.3,162.7,439.6,223.6,202.7,214.6,93.7,238.8,175.1,13242.0,220.7,93.7,albury_wodonga
VIC,3750,Australia,Victoria,3750 Victoria Australia,-37.59092331,145.0050659,23.0,23.0,232.7,83.9,113.3,35.7,30.4,58.5,191.2,47.0,26.8,163.2,25.2,63.1,102.0,266.4,146.5,32.4,458.0,38.1,141.6,238.7,25.2,7.0,23.2,180.5,42.4,103.6,2238.0,37.3,23.2,northern_epping
VIC,3752,Australia,Victoria,3752 Victoria Australia,-37.63164902,145.0836487,21.5,21.5,231.0,85.6,121.0,32.2,26.1,51.2,183.2,40.3,20.6,168.8,22.2,57.8,109.1,274.5,138.2,24.4,465.7,32.3,144.4,243.5,27.6,6.5,21.6,179.6,44.1,95.4,2068.0,34.5,21.6,northern_epping
VIC,3753,Australia,Victoria,3753 Victoria Australia,-37.47615433,144.9719391,35.3,35.3,226.3,92.1,101.3,48.5,43.3,71.0,198.3,59.9,39.8,150.1,38.0,76.2,99.4,259.4,155.5,44.2,445.9,51.2,130.2,241.2,34.5,20.0,35.5,173.0,51.5,114.2,2171.0,36.2,35.5,northern_epping
VIC,3754,Australia,Victoria,3754 Victoria Australia,-37.59485245,145.117096,26.5,26.5,226.0,90.5,119.5,36.9,30.7,53.7,181.7,43.5,24.4,165.3,27.1,61.7,111.8,275.8,137.7,26.1,464.1,36.2,139.9,247.7,32.3,11.1,26.7,174.6,49.0,95.8,2375.0,39.6,26.7,northern_epping
VIC,3756,Australia,Victoria,3756 Victoria Australia,-37.4129715,144.9259644,42.4,42.4,225.0,95.8,93.2,55.8,50.9,79.1,204.7,67.9,47.8,142.7,45.4,83.9,96.2,253.4,162.8,52.2,437.8,59.1,124.9,240.7,39.9,27.8,42.5,170.9,56.2,122.0,2594.0,43.2,42.5,northern_epping
VIC,3757,Australia,Victoria,3757 Victoria Australia,-37.47674561,145.1935272,41.2,41.2,212.0,104.5,114.2,51.5,45.2,64.3,180.2,55.7,38.1,154.1,41.8,75.1,118.8,278.0,139.4,36.5,457.6,49.8,125.8,259.0,45.9,25.1,41.4,160.1,62.9,100.7,3144.0,52.4,41.4,northern_epping
VIC,3758,Australia,Victoria,3758 Victoria Australia,-37.35945129,145.0341492,48.8,48.8,213.8,105.9,95.0,61.5,56.0,80.7,198.4,70.6,51.1,138.2,51.1,88.3,106.7,260.9,158.5,53.0,438.7,62.9,116.2,252.0,48.6,32.7,49.0,159.9,65.5,119.7,2807.0,46.8,49.0,northern_epping
VIC,3759,Australia,Victoria,3759 Victoria Australia,-37.64279175,145.2464752,31.0,31.0,222.2,95.8,130.9,37.4,30.8,45.3,169.2,37.3,22.1,173.1,29.6,57.3,123.5,288.3,125.2,17.6,475.1,32.8,143.5,256.5,40.1,20.4,31.1,172.2,55.2,83.9,2941.0,49.0,31.1,maroondah_eastringwood
VIC,3764,Australia,Victoria,3764 Victoria Australia,-37.21223068,144.9343262,64.6,64.6,211.1,115.9,77.4,78.0,72.9,99.2,213.7,88.7,68.9,120.6,67.5,105.7,103.0,248.5,175.7,71.5,420.3,80.5,103.9,252.4,61.9,49.5,64.8,155.8,77.7,138.0,3503.0,58.4,64.8,northern_epping
VIC,3765,Australia,Victoria,3765 Victoria Australia,-37.81275177,145.3468781,34.9,34.9,231.3,93.9,151.1,33.1,28.1,25.5,155.6,21.4,20.0,193.7,31.1,42.1,135.0,303.5,108.5,7.7,495.6,23.0,161.7,259.4,47.0,34.2,35.0,183.9,57.5,64.7,2525.0,42.1,35.0,maroondah_eastringwood
VIC,3775,Australia,Victoria,3775 Victoria Australia,-37.62536621,145.3787537,42.1,42.1,213.2,106.5,137.4,46.6,40.3,46.5,158.8,41.5,31.1,174.6,40.1,62.3,135.0,298.7,116.5,22.1,480.7,39.8,140.8,268.2,51.8,32.2,42.2,164.4,66.4,77.6,3617.0,60.3,42.2,maroondah_eastringwood
VIC,3777,Australia,Victoria,3777 Victoria Australia,-37.59032059,145.5196838,55.0,55.0,202.4,119.0,144.0,58.6,52.4,52.5,148.8,50.4,43.2,175.5,52.8,71.0,147.3,309.2,109.0,32.6,485.5,50.7,137.2,281.2,64.8,45.0,55.1,155.0,79.3,74.0,4394.0,73.2,55.1,maroondah_eastringwood
VIC,3782,Australia,Victoria,3782 Victoria Australia,-37.92087936,145.4570007,46.7,46.7,235.7,99.0,166.5,40.8,37.8,16.6,143.8,21.7,31.9,208.0,42.3,38.4,147.2,317.1,94.9,21.8,511.0,29.3,173.7,265.9,59.1,48.9,46.7,190.5,66.6,49.8,3381.0,56.4,46.7,casey_berwick
VIC,3783,Australia,Victoria,3783 Victoria Australia,-37.94495773,145.6388092,62.8,62.8,229.8,113.9,178.9,56.9,53.9,27.8,127.7,36.8,47.9,215.9,58.4,50.1,163.3,332.8,79.1,36.8,522.8,45.3,177.5,281.0,75.1,63.7,62.8,187.2,82.7,35.7,5331.0,88.9,62.8,casey_berwick
VIC,3791,Australia,Victoria,3791 Victoria Australia,-37.90328598,145.4047241,41.8,41.8,236.6,95.2,162.1,36.3,32.9,16.3,148.7,18.1,27.0,204.8,37.4,36.5,142.3,312.1,99.9,17.0,506.7,24.8,171.7,261.9,54.1,44.1,41.8,190.7,62.0,54.7,3254.0,54.2,41.8,casey_berwick
VIC,3795,Australia,Victoria,3795 Victoria Australia,-37.83681488,145.4334412,42.7,42.7,229.1,99.9,158.0,39.7,35.3,24.1,147.6,24.4,27.7,198.5,38.7,43.8,143.0,311.5,100.5,15.7,502.3,28.8,164.3,266.0,54.9,42.1,42.8,182.9,64.7,57.1,3330.0,55.5,42.8,maroondah_eastringwood
VIC,3796,Australia,Victoria,3796 Victoria Australia,-37.78727722,145.3882141,38.5,38.5,226.9,98.4,151.2,37.5,32.3,28.6,152.7,25.8,23.8,192.0,34.9,46.3,138.0,305.7,106.5,11.3,495.5,27.6,158.8,263.6,50.4,36.1,38.6,179.7,61.5,63.8,2927.0,48.8,38.6,maroondah_eastringwood
VIC,3797,Australia,Victoria,3797 Victoria Australia,-37.84496689,145.7035217,66.4,66.4,217.4,122.1,174.9,62.9,58.9,38.3,124.3,44.9,51.4,207.9,62.5,60.7,166.4,333.9,79.2,39.2,517.6,51.6,167.2,288.9,78.6,64.2,66.5,174.9,88.3,41.4,4743.0,79.1,66.5,casey_berwick
VIC,3799,Australia,Victoria,3799 Victoria Australia,-37.70509338,145.8045807,75.8,75.8,199.4,135.7,171.5,75.0,70.0,55.0,120.7,59.6,61.5,197.9,72.4,77.2,173.0,337.0,81.9,49.0,511.5,64.5,153.7,301.3,87.2,69.7,75.9,157.4,99.2,53.1,5653.0,94.2,75.9,maroondah_eastringwood
VIC,3802,Australia,Victoria,3802 Victoria Australia,-37.96962738,145.2560272,33.2,33.2,250.1,80.6,160.6,24.1,22.9,11.3,160.6,3.2,21.0,208.6,28.6,22.9,132.2,303.5,110.0,18.8,505.1,12.9,179.6,247.6,45.1,41.1,33.2,203.1,49.7,62.9,2252.0,37.5,33.2,dandenong_dandenong
VIC,3803,Australia,Victoria,3803 Victoria Australia,-38.0067749,145.2683716,36.7,36.7,252.9,80.7,164.7,26.5,26.1,7.9,159.1,5.3,25.1,212.9,32.0,20.0,134.6,306.3,107.9,22.9,509.2,15.9,183.6,247.9,48.2,45.2,36.6,206.2,51.7,60.5,2312.0,38.5,36.6,dandenong_dandenong
VIC,3805,Australia,Victoria,3805 Victoria Australia,-38.03654099,145.3043518,41.2,41.2,253.8,83.2,169.1,30.7,30.6,3.7,155.8,9.9,29.6,216.8,36.6,19.8,138.8,310.6,104.1,26.5,513.7,20.5,186.7,250.4,52.7,49.6,41.2,207.8,55.7,56.6,2446.0,40.8,41.2,casey_berwick
VIC,3806,Australia,Victoria,3806 Victoria Australia,-38.0274086,145.3517456,43.8,43.8,250.7,87.4,170.6,34.1,33.4,1.7,151.7,12.8,31.3,216.8,39.2,23.8,142.3,313.9,100.3,26.4,515.2,23.3,185.6,254.6,55.6,51.1,43.8,205.1,59.4,52.9,2682.0,44.7,43.8,casey_berwick
VIC,3807,Australia,Victoria,3807 Victoria Australia,-38.03444672,145.385025,46.6,46.6,249.8,90.2,172.9,37.1,36.3,3.5,148.7,15.7,33.8,218.3,42.0,25.8,145.3,316.8,97.3,28.2,517.5,26.2,186.3,257.4,58.5,53.4,46.6,204.6,62.4,49.9,3018.0,50.3,46.6,casey_berwick
VIC,3809,Australia,Victoria,3809 Victoria Australia,-38.07361603,145.4169464,51.5,51.5,252.0,92.4,178.0,41.4,41.0,7.1,145.7,20.3,38.9,223.3,46.8,26.6,149.5,321.3,93.7,33.3,522.7,30.9,190.6,259.5,63.2,58.6,51.4,207.5,66.3,46.0,2944.0,49.1,51.4,casey_berwick
VIC,3810,Australia,Victoria,3810 Victoria Australia,-38.0701561,145.4915466,56.6,56.6,248.3,99.0,181.5,47.2,46.3,13.1,139.2,25.9,43.3,224.7,51.9,32.9,155.4,327.0,87.3,36.2,526.2,36.3,190.4,266.0,68.6,62.5,56.6,204.7,72.4,39.8,3360.0,56.0,56.6,casey_berwick
VIC,3812,Australia,Victoria,3812 Victoria Australia,-38.07301331,145.568573,62.5,62.5,245.3,105.6,185.8,53.6,52.4,19.8,132.5,32.3,48.8,227.1,57.9,39.4,161.8,333.1,80.7,40.6,530.4,42.6,191.1,272.6,74.6,67.4,62.5,202.7,79.0,33.3,3247.0,54.1,62.5,casey_berwick
VIC,3814,Australia,Victoria,3814 Victoria Australia,-38.10100555,145.6557312,70.7,70.7,244.5,113.0,193.0,61.9,60.7,27.9,124.7,40.5,56.8,232.6,66.1,46.4,170.1,341.4,72.6,48.1,537.4,50.8,194.9,279.7,82.8,75.1,70.7,203.3,87.2,25.0,3946.0,65.8,70.7,west_warragul
VIC,3818,Australia,Victoria,3818 Victoria Australia,-38.13866043,145.8416901,87.1,87.1,241.5,129.1,206.8,78.6,77.2,44.7,108.5,57.3,72.9,242.7,82.5,62.3,186.8,357.8,55.8,63.3,550.7,67.4,201.5,295.4,99.3,90.4,87.1,203.3,104.0,8.4,4485.0,74.8,87.1,west_warragul
VIC,3825,Australia,Victoria,3825 Victoria Australia,-37.91221619,146.3282929,121.7,121.7,204.1,174.0,222.2,117.3,113.8,87.3,69.5,97.4,106.7,242.1,117.7,108.3,221.7,387.9,36.5,94.5,559.5,105.7,190.9,341.2,133.9,119.0,121.8,173.8,143.0,45.5,8533.0,142.2,121.8,latrobe_traralgonwest
VIC,3840,Australia,Victoria,3840 Victoria Australia,-38.28121185,146.4205017,139.7,139.7,242.6,180.1,254.0,131.6,130.1,97.6,60.8,110.3,125.2,280.6,135.2,113.7,239.7,410.4,8.1,114.8,595.2,120.4,231.6,344.5,152.0,141.6,139.7,215.1,157.0,44.7,6438.0,107.3,139.7,latrobe_traralgonwest
VIC,3844,Australia,Victoria,3844 Victoria Australia,-38.27809525,146.6119232,155.2,155.2,240.0,196.8,266.5,147.5,145.7,113.7,45.1,126.2,140.5,289.6,150.7,130.3,255.5,425.6,13.8,129.7,606.2,136.2,238.3,361.2,167.5,156.3,155.2,216.1,173.0,60.9,7620.0,127.0,155.2,latrobe_traralgonwest
VIC,3850,Australia,Victoria,3850 Victoria Australia,-38.10435486,147.0729523,189.3,189.3,220.1,236.9,288.7,183.6,180.8,151.3,0.9,162.8,174.3,300.4,185.1,170.1,289.7,456.6,54.1,162.4,620.8,172.0,243.5,402.9,201.6,187.5,189.4,206.5,209.4,100.5,9256.0,154.3,189.4,central_sale
VIC,3859,Australia,Victoria,3859 Victoria Australia,-37.91942215,146.8743744,169.5,169.5,198.9,221.3,263.4,165.2,161.7,134.6,27.8,145.2,154.5,273.6,165.5,155.0,269.1,433.8,48.6,142.3,594.1,153.6,216.6,388.3,181.6,166.1,169.6,181.6,190.9,87.6,9211.0,153.5,169.6,central_sale
VIC,3860,Australia,Victoria,3860 Victoria Australia,-37.71395874,146.9471283,175.8,175.8,176.2,231.6,259.0,173.2,169.0,145.2,45.5,154.4,161.1,262.5,172.2,166.6,273.4,434.1,70.1,148.6,583.6,161.9,203.2,398.8,187.5,170.2,175.9,161.9,198.4,102.9,11522.0,192.0,161.9,central_sale
VIC,3871,Australia,Victoria,3871 Victoria Australia,-38.40786362,146.1785736,127.4,127.4,260.7,160.8,248.8,117.5,117.1,83.3,85.5,96.4,113.8,282.3,122.7,96.0,225.3,397.4,33.0,104.9,592.4,107.0,237.7,323.0,139.3,132.0,127.4,229.2,141.8,34.1,6911.0,115.2,127.4,latrobe_traralgonwest
VIC,3875,Australia,Victoria,3875 Victoria Australia,-37.68337631,147.5500336,229.0,229.0,182.7,284.2,307.3,226.2,222.1,197.5,62.7,207.2,214.2,302.6,225.3,218.6,326.3,485.2,111.9,201.7,622.8,214.9,240.3,451.4,240.6,223.2,229.0,184.6,251.5,152.4,13516.0,225.3,184.6,central_sale
VIC,3885,Australia,Victoria,3885 Victoria Australia,-37.28928375,148.2063751,292.5,292.5,174.9,351.2,353.3,291.5,286.8,265.3,134.5,273.8,278.4,333.7,289.3,287.1,385.8,536.4,184.4,265.8,646.6,280.5,269.4,517.9,303.6,284.5,292.6,198.4,316.1,223.2,16920.0,282.0,198.4,central_sale
VIC,3888,Australia,Victoria,3888 Victoria Australia,-37.35473251,148.6070099,325.9,325.9,205.5,383.3,389.5,324.3,319.8,296.9,158.2,306.0,311.6,369.4,322.6,318.3,420.5,572.3,210.9,299.0,681.0,313.1,305.1,550.4,337.2,318.6,326.0,232.8,349.2,252.5,18354.0,305.9,232.8,central_sale
VIC,3910,Australia,Victoria,3910 Victoria Australia,-38.15455627,145.1974335,45.6,45.6,269.9,72.8,175.8,32.5,35.5,18.0,164.9,19.8,38.4,227.8,41.5,6.0,136.1,308.8,111.6,39.7,519.4,26.8,200.5,239.2,55.1,58.0,45.6,223.7,52.9,63.8,3084.0,51.4,45.6,frankston_frankston
VIC,3912,Australia,Victoria,3912 Victoria Australia,-38.21622849,145.2216492,52.7,52.7,274.5,75.2,182.9,39.4,42.6,22.2,163.0,26.6,45.6,234.9,48.6,10.9,141.4,314.1,109.2,46.3,526.3,34.0,207.2,240.6,61.9,65.2,52.6,229.0,58.7,61.9,3413.0,56.9,52.6,frankston_frankston
VIC,3919,Australia,Victoria,3919 Victoria Australia,-38.35235977,145.2027893,66.0,66.0,288.2,76.5,195.8,52.3,56.4,36.7,166.3,41.7,60.3,249.5,62.2,23.4,148.4,320.9,111.7,61.6,538.3,48.5,222.4,238.0,74.0,79.5,65.9,243.4,68.1,66.3,4445.0,74.1,65.9,frankston_frankston
VIC,3922,Australia,Victoria,3922 Victoria Australia,-38.48602676,145.210083,80.3,80.3,300.6,82.6,209.6,66.6,71.0,50.7,168.6,56.6,75.1,264.3,76.7,38.0,158.2,329.9,113.9,76.3,551.3,63.3,237.2,238.7,87.7,94.2,80.2,256.8,80.3,71.6,6646.0,110.8,80.2,frankston_frankston
VIC,3930,Australia,Victoria,3930 Victoria Australia,-38.19506073,145.0928955,46.4,46.4,278.8,63.8,175.9,32.7,37.3,27.9,174.1,26.7,42.4,230.8,42.9,5.9,130.6,303.3,120.5,46.3,518.4,30.6,206.1,229.6,54.1,60.7,46.3,231.9,48.7,73.0,3434.0,57.2,46.3,frankston_frankston
VIC,3931,Australia,Victoria,3931 Victoria Australia,-38.23042297,145.0602875,49.5,49.5,283.7,61.4,178.4,35.9,40.9,32.6,177.2,31.4,46.5,234.3,46.3,10.8,130.4,303.0,123.3,50.9,520.2,34.9,210.4,226.4,56.5,64.3,49.4,236.7,49.7,76.0,3646.0,60.8,49.4,frankston_frankston
VIC,3934,Australia,Victoria,3934 Victoria Australia,-38.27545166,145.0307312,54.1,54.1,289.3,59.8,182.0,40.6,45.9,37.8,180.2,37.1,51.8,239.0,51.0,16.4,131.3,303.6,126.0,56.5,523.2,40.3,215.7,223.5,60.3,69.2,53.9,242.4,52.2,79.2,4091.0,68.2,53.9,frankston_frankston
VIC,3936,Australia,Victoria,3936 Victoria Australia,-38.33584213,144.9991303,60.5,60.5,296.4,59.0,187.3,47.1,52.7,44.5,183.6,44.3,58.9,245.4,57.6,23.6,133.4,305.2,129.2,63.8,527.6,47.4,222.8,220.4,65.9,75.9,60.3,249.6,56.5,83.1,3940.0,65.7,60.3,frankston_frankston
VIC,3941,Australia,Victoria,3941 Victoria Australia,-38.38856125,144.8200378,67.1,67.1,310.2,47.6,188.3,55.1,61.3,60.0,199.9,57.6,69.0,250.4,65.3,37.9,126.2,296.2,145.3,75.9,525.2,58.4,231.6,204.6,69.8,83.5,67.0,262.4,56.9,99.6,4845.0,80.8,67.0,frankston_frankston
VIC,3942,Australia,Victoria,3942 Victoria Australia,-38.36869812,144.7723084,65.8,65.8,311.0,43.0,185.1,54.3,60.7,61.9,203.7,58.6,68.7,248.1,64.2,39.5,121.8,291.6,149.2,76.3,521.3,58.5,230.5,200.5,67.7,82.4,65.7,262.6,54.1,103.2,5262.0,87.7,65.7,frankston_frankston
VIC,3944,Australia,Victoria,3944 Victoria Australia,-38.32276917,144.7004089,62.8,62.8,310.8,34.9,178.8,52.3,58.8,64.5,209.4,59.5,67.4,243.0,61.7,42.1,113.8,283.5,155.0,76.0,513.9,58.0,227.2,194.4,63.3,79.4,62.6,261.7,48.6,108.4,5733.0,95.6,62.6,barwon_geelong
VIC,3950,Australia,Victoria,3950 Victoria Australia,-38.42091751,145.8428955,104.7,104.7,270.7,132.4,231.1,93.5,94.2,60.5,113.6,73.4,92.5,271.7,100.1,69.2,199.7,372.4,59.2,85.7,575.7,84.0,232.4,293.7,116.1,112.0,104.7,234.1,116.4,28.6,5918.0,98.6,104.7,west_warragul
VIC,3953,Australia,Victoria,3953 Victoria Australia,-38.46107101,145.9794464,116.7,116.7,271.1,145.0,241.9,105.8,106.2,72.3,103.8,85.4,104.1,280.3,112.1,81.9,212.3,384.9,50.6,96.7,586.4,96.0,239.0,305.6,128.2,123.3,116.7,236.7,128.9,32.4,6480.0,108.0,116.7,west_warragul
VIC,3956,Australia,Victoria,3956 Victoria Australia,-38.69398499,145.9552612,133.2,133.2,296.5,151.1,261.5,121.0,122.5,89.8,117.7,102.3,122.0,303.5,128.7,94.0,223.8,396.4,69.2,116.4,606.1,112.5,264.0,304.9,143.8,142.0,133.1,262.6,141.8,58.0,8453.0,140.9,133.1,west_warragul
VIC,3975,Australia,Victoria,3975 Victoria Australia,-38.06472397,145.2384949,39.4,39.4,259.7,77.0,168.8,27.5,28.8,9.7,161.4,9.8,29.7,218.6,34.9,13.5,134.8,307.0,109.2,29.4,513.0,18.9,190.3,244.2,50.2,49.8,39.3,213.2,51.3,61.4,2410.0,40.2,39.3,casey_berwick
VIC,3976,Australia,Victoria,3976 Victoria Australia,-38.03859711,145.2686005,39.0,39.0,255.8,80.1,167.7,28.1,28.4,6.8,158.9,8.0,28.2,216.3,34.5,17.4,136.0,308.0,107.2,26.5,512.1,18.3,187.2,247.3,50.3,48.3,39.0,209.4,52.8,59.5,2591.0,43.2,39.0,casey_berwick
VIC,3977,Australia,Victoria,3977 Victoria Australia,-38.14039612,145.2752533,48.0,48.0,264.9,79.6,177.7,35.5,37.4,12.5,158.0,18.8,38.7,227.5,43.6,12.8,141.4,313.9,104.9,37.8,521.8,27.8,198.4,246.2,58.4,58.8,47.9,219.3,57.9,57.1,3511.0,58.5,47.9,casey_berwick
VIC,3978,Australia,Victoria,3978 Victoria Australia,-38.1326561,145.373291,52.9,52.9,259.6,88.2,181.4,41.5,42.3,10.3,149.4,21.8,41.8,228.6,48.3,21.4,148.7,321.0,96.5,38.2,525.9,32.2,197.2,254.8,64.0,61.9,52.9,215.1,65.2,48.6,3416.0,56.9,52.9,casey_berwick
VIC,3995,Australia,Victoria,3995 Victoria Australia,-38.57550049,145.5893402,103.4,103.4,294.8,116.7,233.3,90.4,92.9,63.0,140.1,73.9,94.1,281.1,99.1,62.0,190.3,362.6,86.4,90.8,577.3,83.4,246.9,272.1,113.1,114.2,103.3,255.7,109.2,53.6,6243.0,104.1,103.3,west_warragul
VIC,9988,Australia,Victoria,9988 Victoria Australia,-36.85008621,144.3042908,119.4,119.4,243.7,144.8,11.4,132.8,129.7,161.3,282.2,149.2,129.2,88.6,123.6,161.8,87.7,187.2,244.4,135.4,354.9,139.3,112.9,234.6,110.9,109.2,119.5,187.7,120.3,205.2,5821.0,97.0,119.5,bendigo_bendigo
NT,812,Australia,Northern Territory,812 Northern Territory Australia,-19.41479111,133.3648377,2331.0,2331.0,2279.9,2338.7,2201.3,2344.1,2341.4,2373.0,2465.0,2361.0,2340.9,2166.8,2335.3,2373.0,2258.2,2107.4,2444.1,2346.3,1857.2,2351.1,2220.7,2284.8,2321.7,2320.8,2331.1,2267.6,2328.2,2412.9,104564.0,1742.7,2267.6,mildura_mildura
NT,830,Australia,Northern Territory,830 Northern Territory Australia,-19.41479111,133.3648377,2331.0,2331.0,2279.9,2338.7,2201.3,2344.1,2341.4,2373.0,2465.0,2361.0,2340.9,2166.8,2335.3,2373.0,2258.2,2107.4,2444.1,2346.3,1857.2,2351.1,2220.7,2284.8,2321.7,2320.8,2331.1,2267.6,2328.2,2412.9,104564.0,1742.7,2267.6,mildura_mildura
NT,870,Australia,Northern Territory,870 Northern Territory Australia,-12.453393,130.962514,3141.1,3141.1,3077.5,3150.9,3011.0,3154.3,3151.4,3182.5,3269.2,3170.7,3150.5,2973.4,3145.3,3183.3,3070.5,2921.8,3250.7,3155.5,2668.0,3160.9,3025.6,3099.9,3132.1,3130.4,3141.2,3068.6,3139.1,3221.0,127685.0,2128.1,3068.6,mildura_mildura
NSW,2020,Australia,New South Wales,2020 New South Wales Australia,-33.9401474,151.1819916,706.1,706.1,461.2,770.9,699.0,710.9,704.7,695.2,592.2,699.3,695.4,634.5,704.6,717.5,773.6,870.0,636.8,684.5,832.6,702.2,589.5,924.2,713.6,692.4,706.2,517.3,730.0,666.5,29817.0,497.0,517.3,albury_wodonga
NSW,2028,Australia,New South Wales,2028 New South Wales Australia,-33.87781143,151.2438049,714.9,714.9,469.8,779.7,707.4,719.7,713.5,704.1,601.2,708.2,704.3,642.5,713.4,726.4,782.2,878.0,645.8,693.4,838.8,711.1,597.8,932.8,722.4,701.2,715.0,525.9,738.8,675.5,30178.0,503.0,525.9,albury_wodonga
