state,postcode,country,state_ok,postcode_state_country,Latitude,Longitude,dist_to_rch,km_to_rch,km_to_albury,km_to_austin,km_to_barwon,km_to_bendigo,km_to_monash,km_to_sunshine,km_to_northern,min_distance,closest_hosp,TravelDuration,TravelDuration_min
VIC,3122,Australia,Victoria,3122 Victoria Australia,-37.82476807,145.0320129,8.00866944,8.00866944,249.7319228,7.940342733,68.74114767,136.6726619,13.22682763,20.22729642,19.11750242,7.940342733,Austin,1392,23.2
VIC,3123,Australia,Victoria,3123 Victoria Australia,-37.83099365,145.0500183,9.73398813,9.73398813,249.2038477,8.303020306,69.72766045,138.0521147,11.76804001,21.95212538,19.99303047,8.303020306,Austin,1481,24.68333333
VIC,3124,Australia,Victoria,3124 Victoria Australia,-37.83837891,145.0736542,11.96232547,11.96232547,248.4614409,9.172240042,71.1080398,139.7991786,10.06291633,24.18435614,21.21616121,9.172240042,Austin,1741,29.01666667
VIC,3125,Australia,Victoria,3125 Victoria Australia,-37.84966278,145.1112671,15.48930731,15.48930731,247.2783825,11.30420434,73.41393288,142.5631537,7.961165223,27.71724212,23.4230739,7.961165223,Monash,1794,29.9
VIC,3126,Australia,Victoria,3126 Victoria Australia,-37.82372665,145.0755158,11.53629957,11.53629957,247.1224108,7.591025154,72.06536508,138.476831,11.50994827,23.79435745,19.68479139,7.591025154,Austin,1551,25.85
VIC,3127,Australia,Victoria,3127 Victoria Australia,-37.82424927,145.1008606,13.69586318,13.69586318,245.7127221,8.3558397,73.96163292,139.6733607,10.8847382,25.94125149,20.4591167,8.3558397,Austin,1642,27.36666667
VIC,3128,Australia,Victoria,3128 Victoria Australia,-37.82903671,145.1247406,15.85972642,15.85972642,244.7612284,9.891872987,75.53503644,141.2287682,10.21603998,28.1039395,21.8031961,9.891872987,Austin,1625,27.08333333
VIC,3129,Australia,Victoria,3129 Victoria Australia,-37.8048172,145.1229096,15.25265116,15.25265116,242.8117265,7.742784733,76.71985798,138.8662885,12.904657,27.32317726,19.34875097,7.742784733,Austin,1397,23.28333333
VIC,3130,Australia,Victoria,3130 Victoria Australia,-37.82328033,145.1510315,17.97724975,17.97724975,242.7883815,10.94940445,77.87106505,141.9296235,11.16942559,30.17220199,22.38212771,10.94940445,Austin,1701,28.35
VIC,3131,Australia,Victoria,3131 Victoria Australia,-37.82737732,145.1740875,20.0516205,20.0516205,241.8507972,12.79154001,79.45258276,143.421388,11.39737635,32.24756924,23.8989031,11.39737635,Monash,1595,26.58333333
VIC,3132,Australia,Victoria,3132 Victoria Australia,-37.81817627,145.1990051,22.0560732,22.0560732,239.6751614,14.05651981,81.86686477,143.7990723,13.32111618,34.1682311,24.47333031,13.32111618,Monash,1809,30.15
VIC,3133,Australia,Victoria,3133 Victoria Australia,-37.84757233,145.1927185,22.15995872,22.15995872,242.5671306,15.48077391,79.92791262,146.1971794,10.30576696,34.41212406,26.67730024,10.30576696,Monash,2048,34.13333333
VIC,3134,Australia,Victoria,3134 Victoria Australia,-37.79189682,145.2371826,25.2434768,25.2434768,235.2942908,16.12163391,86.19179976,143.3621267,17.60617926,37.06813166,24.91479174,16.12163391,Austin,2002,33.36666667
VIC,3135,Australia,Victoria,3135 Victoria Australia,-37.82180786,145.2489014,26.45558659,26.45558659,237.257417,18.17089058,85.61405191,146.6560381,15.73774422,38.54988245,27.84804262,15.73774422,Monash,1938,32.3
VIC,3136,Australia,Victoria,3136 Victoria Australia,-37.79129028,145.281601,29.14702842,29.14702842,232.8144397,19.91822841,89.69004514,145.655212,20.16911967,40.94870223,28.05296171,19.91822841,Austin,2172,36.2
VIC,3137,Australia,Victoria,3137 Victoria Australia,-37.81884766,145.316452,32.32577462,32.32577462,233.3794829,23.63531343,91.13437985,149.9522939,20.57939363,44.34987543,32.30289129,20.57939363,Monash,2386,39.76666667
VIC,3138,Australia,Victoria,3138 Victoria Australia,-37.78136444,145.3256531,33.04653403,33.04653403,229.5714072,23.57662497,93.64609975,147.1912259,23.74851696,44.73398133,30.84629983,23.57662497,Austin,2443,40.71666667
VIC,3139,Australia,Victoria,3139 Victoria Australia,-37.81261826,145.5442963,52.26490442,52.26490442,221.352297,43.0769968,109.924822,162.5126385,39.07221521,64.14800208,49.84062887,39.07221521,Monash,4029,67.15
VIC,3140,Australia,Victoria,3140 Victoria Australia,-37.75566101,145.3677979,36.96884368,36.96884368,225.0533712,27.12569554,98.23873756,147.3835072,28.42127242,48.37715863,33.09552611,27.12569554,Austin,2840,47.33333333
VIC,3141,Australia,Victoria,3141 Victoria Australia,-37.83931351,144.9919281,6.293575348,6.293575348,253.2850843,10.92776817,64.90119444,136.4238947,14.49885084,17.75095943,20.76788692,6.293575348,RCH,1201,20.01666667
VIC,3142,Australia,Victoria,3142 Victoria Australia,-37.84154129,145.0174713,7.987091423,7.987091423,251.9744194,10.12498816,66.67456096,137.6934491,12.65239385,19.83447826,20.92213771,7.987091423,RCH,1324,22.06666667
VIC,3143,Australia,Victoria,3143 Victoria Australia,-37.85667801,145.0202179,9.355953957,9.355953957,253.0764622,11.63601743,66.02458187,139.2906625,11.35318482,20.87357351,22.60921732,9.355953957,RCH,1464,24.4
VIC,3144,Australia,Victoria,3144 Victoria Australia,-37.85453033,145.0351105,10.10456031,10.10456031,252.0355598,11.08521847,67.27815,139.7014511,10.53523583,21.88332958,22.43807196,10.10456031,RCH,1449,24.15
VIC,3145,Australia,Victoria,3145 Victoria Australia,-37.87728119,145.0621338,13.56402412,13.56402412,252.4065343,13.41263278,68.17536748,143.0611425,7.071729359,25.20779348,25.24419601,7.071729359,Monash,1617,26.95
VIC,3146,Australia,Victoria,3146 Victoria Australia,-37.85591507,145.0650787,12.26947264,12.26947264,250.4309652,11.04631193,69.5048891,141.114878,8.723003407,24.28506272,22.95353471,8.723003407,Monash,1510,25.16666667
VIC,3147,Australia,Victoria,3147 Victoria Australia,-37.86705017,145.0908508,14.83793492,14.83793492,249.9115419,12.5826541,70.93836152,143.3142775,6.536284628,26.86221944,24.68676695,6.536284628,Monash,1602,26.7
VIC,3148,Australia,Victoria,3148 Victoria Australia,-37.88183975,145.100235,16.45681094,16.45681094,250.647304,14.37521647,70.95962237,145.1501555,4.700237451,28.35558775,26.49568049,4.700237451,Monash,1642,27.36666667
VIC,3149,Australia,Victoria,3149 Victoria Australia,-37.87838364,145.1284943,18.30609281,18.30609281,248.7754993,14.83689553,73.37068836,146.0791181,4.770740012,30.38326151,26.94914423,4.770740012,Monash,1794,29.9
VIC,3150,Australia,Victoria,3150 Victoria Australia,-37.89154816,145.1753235,22.59943476,22.59943476,247.3461906,18.13389472,76.55438984,149.4767755,5.785979695,34.72320515,30.01732776,5.785979695,Monash,2004,33.4
VIC,3151,Australia,Victoria,3151 Victoria Australia,-37.85358429,145.1504211,18.83759836,18.83759836,245.4221959,13.42624379,76.28987046,144.7396039,7.918515869,31.09005769,25.26410371,7.918515869,Monash,2018,33.63333333
VIC,3152,Australia,Victoria,3152 Victoria Australia,-37.8659668,145.2232361,25.32269705,25.32269705,242.5145539,18.84679197,81.53318791,149.3881543,10.86283515,37.5822213,29.92291937,10.86283515,Monash,1877,31.28333333
VIC,3153,Australia,Victoria,3153 Victoria Australia,-37.83694839,145.2732544,28.81231222,28.81231222,237.2772163,20.8142912,86.84917888,149.2756782,16.31003101,40.97596476,30.56403422,16.31003101,Monash,2270,37.83333333
VIC,3155,Australia,Victoria,3155 Victoria Australia,-37.85627747,145.2857361,30.31187817,30.31187817,238.3269895,22.77199424,87.00891541,151.6579242,16.15497571,42.53963073,32.82537515,16.15497571,Monash,2381,39.68333333
VIC,3156,Australia,Victoria,3156 Victoria Australia,-37.92102432,145.2931671,33.30666,33.30666,243.7391199,27.49359351,85.1444301,157.9061617,15.11658242,45.49972878,38.53860334,15.11658242,Monash,2605,43.41666667
VIC,3160,Australia,Victoria,3160 Victoria Australia,-37.93141174,145.3542175,38.66555177,38.66555177,241.5990731,32.37813724,89.93119465,161.9489685,20.50389023,50.88728138,42.97330965,20.50389023,Monash,2980,49.66666667
VIC,3161,Australia,Victoria,3161 Victoria Australia,-37.87204742,145.0215912,10.76909299,10.76909299,254.2837949,13.24794742,65.2940307,140.8568528,10.26122412,21.91107205,24.32061691,10.26122412,Monash,1483,24.71666667
VIC,3162,Australia,Victoria,3162 Victoria Australia,-37.89138031,145.0253601,12.7446363,12.7446363,255.6939886,15.27090639,64.58784568,142.9143939,8.994947884,23.46868831,26.47955157,8.994947884,Monash,1717,28.61666667
VIC,3163,Australia,Victoria,3163 Victoria Australia,-37.8944664,145.0591431,14.76893342,14.76893342,254.0357555,15.32115152,67.09942009,144.6101958,6.156831769,26.0410546,27.0911035,6.156831769,Monash,1887,31.45
VIC,3165,Australia,Victoria,3165 Victoria Australia,-37.92208481,145.0669556,17.6102303,17.6102303,255.9570166,18.40461885,66.47186696,147.6382583,4.727991484,28.4548824,30.22997631,4.727991484,Monash,1943,32.38333333
VIC,3166,Australia,Victoria,3166 Victoria Australia,-37.90168381,145.0982666,17.73358045,17.73358045,252.4603435,16.48379547,69.89022529,146.9787014,2.909695004,29.33591669,28.57267067,2.909695004,Monash,1782,29.7
VIC,3167,Australia,Victoria,3167 Victoria Australia,-37.92440033,145.0942688,19.30225573,19.30225573,254.6398633,18.90147326,68.59114585,149.0106114,2.363190523,30.49432127,30.93843885,2.363190523,Monash,2007,33.45
VIC,3168,Australia,Victoria,3168 Victoria Australia,-37.91671371,145.1318054,21.04366238,21.04366238,251.9107542,18.90125631,71.96686699,149.8947503,1.06714438,32.71533388,31.04087801,1.06714438,Monash,2002,33.36666667
VIC,3169,Australia,Victoria,3169 Victoria Australia,-37.94306946,145.1193237,22.31294751,22.31294751,254.8866468,21.38621332,69.91364157,151.8940271,2.473128908,33.50058063,33.50070533,2.473128908,Monash,2343,39.05
VIC,3170,Australia,Victoria,3170 Victoria Australia,-37.92568207,145.1758728,24.69119914,24.69119914,250.3088848,21.40144179,75.23439618,152.7308331,4.857379871,36.53473324,33.43259481,4.857379871,Monash,2144,35.73333333
VIC,3171,Australia,Victoria,3171 Victoria Australia,-37.94567108,145.1578522,24.89161511,24.89161511,253.0340045,22.72823296,73.0132744,153.8275491,4.260476159,36.39947762,34.85433146,4.260476159,Monash,2365,39.41666667
VIC,3172,Australia,Victoria,3172 Victoria Australia,-37.97386551,145.1336517,25.73714082,25.73714082,256.8121785,25.01751392,70.04481631,155.4957457,6.000149513,36.63772648,37.13957055,6.000149513,Monash,2412,40.2
VIC,3173,Australia,Victoria,3173 Victoria Australia,-38.00538635,145.1673279,30.31820266,30.31820266,257.8249251,29.23637416,71.99394415,159.9965382,10.24465133,41.1667184,41.376619,10.24465133,Monash,2473,41.21666667
VIC,3174,Australia,Victoria,3174 Victoria Australia,-37.96393967,145.181015,27.76206451,27.76206451,253.4167679,25.40467228,74.33904226,156.6091105,7.127202151,39.22901169,37.50118646,7.127202151,Monash,2258,37.63333333
VIC,3175,Australia,Victoria,3175 Victoria Australia,-38.01863098,145.2031097,33.47126847,33.47126847,257.1597487,31.74586525,74.73755862,162.8333826,13.04639158,44.4985779,43.85956081,13.04639158,Monash,2473,41.21666667
VIC,3177,Australia,Victoria,3177 Victoria Australia,-37.9906044,145.2402039,33.60684937,33.60684937,252.7317604,30.47704645,78.58666482,161.8340354,13.02601518,45.17887488,42.41361444,13.02601518,Monash,2365,39.41666667
VIC,3178,Australia,Victoria,3178 Victoria Australia,-37.92429352,145.2438202,29.62096262,29.62096262,246.5877368,24.69928286,80.91742712,155.7870708,10.79451442,41.71573392,36.24086521,10.79451442,Monash,2260,37.66666667
VIC,3179,Australia,Victoria,3179 Victoria Australia,-37.90166092,145.2185669,26.48003511,26.48003511,245.9091885,21.34651977,79.67163482,152.4682254,8.835762116,38.64135762,32.91975538,8.835762116,Monash,1988,33.13333333
