state,postcode,country,state_ok,postcode_state_country,Latitude,Longitude,dist_to_rch,km_to_rch,km_to_albury,km_to_austin,km_to_barwon,km_to_bendigo,km_to_monash,km_to_sunshine,km_to_northern,min_distance,closest_hosp,TravelDuration,TravelDuration_min
NSW,2219,Australia,New South Wales,2219 New South Wales Australia,-33.99450684,151.1356049,698.944198,698.944198,454.3752462,688.7425378,763.7083955,692.3881576,695.2011029,706.280874,685.3650121,454.3752462,Albury,30249,504.15
NSW,2220,Australia,New South Wales,2220 New South Wales Australia,-33.9646225,151.0993805,698.4503715,698.4503715,453.3856859,688.2641122,763.2321594,691.0288487,694.8442802,705.7212746,684.8070001,453.3856859,Albury,29730,495.5
NSW,2230,Australia,New South Wales,2230 New South Wales Australia,-34.05459213,151.1492157,695.7448674,695.7448674,451.8599676,685.5241578,760.4826253,690.3659401,691.8279195,703.1657909,682.2492853,451.8599676,Albury,30906,515.1
NSW,2259,Australia,New South Wales,2259 New South Wales Australia,-33.18651581,151.3793335,775.0351129,775.0351129,525.8479707,765.0218665,839.8482152,757.9085104,772.7341199,781.6427957,760.7957972,525.8479707,Albury,33958,565.9666667
NSW,2322,Australia,New South Wales,2322 New South Wales Australia,-32.82118988,151.6513977,821.4391583,821.4391583,571.5503734,811.4712145,886.2235846,801.7540405,819.428757,827.8890048,807.0712424,571.5503734,Albury,35248,587.4666667
NSW,2323,Australia,New South Wales,2323 New South Wales Australia,-32.88473892,151.5113831,807.1419851,807.1419851,557.075561,797.1900178,871.9138615,786.9897126,805.2392981,813.5408494,792.7331465,557.075561,Albury,35265,587.75
NSW,2340,Australia,New South Wales,2340 New South Wales Australia,-31.23581696,150.9745636,914.0584269,914.0584269,663.1166295,904.8578927,977.3159014,869.1799124,915.9153599,918.4340574,898.3810495,663.1166295,Albury,43923,732.05
NSW,2518,Australia,New South Wales,2518 New South Wales Australia,-34.37265015,150.8977966,655.7956977,655.7956977,413.9323162,645.5330819,720.4541373,653.8157427,651.4829437,663.4171723,642.5058086,413.9323162,Albury,28987,483.1166667
NSW,2533,Australia,New South Wales,2533 New South Wales Australia,-34.65951538,150.7876587,628.7920252,628.7920252,390.1847874,618.4741463,693.2848375,631.3583334,623.8708347,636.7068567,615.8205827,390.1847874,Albury,28621,477.0166667
NSW,2565,Australia,New South Wales,2565 New South Wales Australia,-33.99084854,150.849762,678.8904959,678.8904959,432.654546,668.7483041,743.7064434,669.4600986,675.663391,685.983969,665.0784825,432.654546,Albury,28576,476.2666667
NSW,2570,Australia,New South Wales,2570 New South Wales Australia,-34.05207062,150.5893555,656.2340143,656.2340143,409.0886154,646.1326706,721.0636574,645.2004549,653.3380719,663.1733258,642.2806357,409.0886154,Albury,28823,480.3833333
ACT,2603,Australia,ACT,2603 ACT Australia,-35.32822037,149.1262665,462.8184888,462.8184888,221.590882,452.6082706,527.5723356,463.094271,459.1327274,470.2349188,449.3185667,221.590882,Albury,23944,399.0666667
ACT,2612,Australia,ACT,2612 ACT Australia,-35.28373718,149.1476898,467.3822318,467.3822318,225.4378443,457.1851816,532.1523955,466.7230831,463.8115747,474.7407752,453.8243124,225.4378443,Albury,23620,393.6666667
ACT,2614,Australia,ACT,2614 ACT Australia,-35.24895477,149.0548554,463.1750418,463.1750418,219.5937055,453.020338,527.9830467,460.3857321,459.9715555,470.3604216,449.4480493,219.5937055,Albury,23386,389.7666667
NSW,2620,Australia,New South Wales,2620 New South Wales Australia,-34.94503403,149.3562927,505.8261361,505.8261361,260.0431018,495.7167205,570.65399,499.1575835,502.9510753,512.8247208,491.9246901,260.0431018,Albury,23957,399.2833333
NSW,2640,Australia,New South Wales,2640 New South Wales Australia,-35.83485031,147.0787964,288.6817347,288.6817347,37.57826468,279.2747026,352.6602453,270.3054321,290.0381803,293.75623,273.3360921,37.57826468,Albury,13360,222.6666667
NSW,2641,Australia,New South Wales,2641 New South Wales Australia,-36.03028107,146.9247284,263.16868,263.16868,12.00696343,253.7038472,327.282679,249.5072664,264.3198491,268.4117539,247.9187404,12.00696343,Albury,12087,201.45
NSW,2644,Australia,New South Wales,2644 New South Wales Australia,-35.75278473,147.4198761,316.0252993,316.0252993,64.35486999,306.3742545,380.4432774,302.20919,316.1733856,321.689332,301.0550418,64.35486999,Albury,14010,233.5
NSW,2656,Australia,New South Wales,2656 New South Wales Australia,-35.26185608,146.7541046,324.3771955,324.3771955,97.41707393,316.0571488,385.387193,276.9615778,329.6534768,327.1493981,308.0782501,97.41707393,Albury,15058,250.9666667
NSW,2715,Australia,New South Wales,2715 New South Wales Australia,-33.96567917,143.3022156,450.7522421,450.7522421,405.0241246,450.2697107,475.1301787,322.0672473,469.2503739,443.3030711,438.1384419,322.0672473,Bendigo,19768,329.4666667
NSW,2737,Australia,New South Wales,2737 New South Wales Australia,-34.35545349,142.8779144,425.199175,425.199175,413.590446,425.9754811,442.6480481,295.0059087,444.6449607,416.6342751,413.9932166,295.0059087,Bendigo,20005,333.4166667
NSW,2762,Australia,New South Wales,2762 New South Wales Australia,-33.70353317,150.872818,701.519767,701.519767,453.2074147,691.4656326,766.3476782,687.3998218,698.9559592,708.2798312,687.408841,453.2074147,Albury,30166,502.7666667
ACT,2913,Australia,ACT,2913 ACT Australia,-35.18327713,149.1083221,471.5469797,471.5469797,227.292555,461.4061559,536.3631286,467.7058289,468.4500155,478.6751698,457.7656777,227.292555,Albury,22944,382.4
ACT,2914,Australia,ACT,2914 ACT Australia,-35.16931152,149.139679,474.7372961,474.7372961,230.5381199,464.5932446,539.551741,470.9375621,471.6115202,481.8772741,460.9671818,230.5381199,Albury,23404,390.0666667
VIC,3000,Australia,Victoria,3000 Victoria Australia,-37.81471634,144.9656982,2.739636701,2.739636701,252.8208492,10.45146852,64.52496479,132.9360322,18.02080006,14.43269573,18.44406697,2.739636701,RCH,796,13.26666667
VIC,3002,Australia,Victoria,3002 Victoria Australia,-37.81443405,144.9825897,3.698428495,3.698428495,251.7912074,9.307296622,65.75446779,133.5927209,16.95012132,15.77257922,18.12495074,3.698428495,RCH,841,14.01666667
VIC,3003,Australia,Victoria,3003 Victoria Australia,-37.80932999,144.9252014,2.79667529,2.79667529,254.8192697,13.15490372,62.0348822,130.8106952,21.18308044,11.00894367,19.03452135,2.79667529,RCH,747,12.45
VIC,3004,Australia,Victoria,3004 Victoria Australia,-37.81965637,144.9705963,3.432445403,3.432445403,252.9320004,10.47513926,64.55833646,133.6212873,17.3363059,15.06073058,18.88594667,3.432445403,RCH,1114,18.56666667
VIC,3005,Australia,Victoria,3005 Victoria Australia,-37.82270432,144.9525452,3.258859372,3.258859372,254.257875,11.90872946,63.06848299,133.2061914,18.36645925,13.83360225,19.59851287,3.258859372,RCH,765,12.75
VIC,3006,Australia,Victoria,3006 Victoria Australia,-37.82576752,144.9606628,3.713445731,3.713445731,254.0231128,11.57859083,63.45387279,133.8305403,17.5913763,14.62050492,19.74265744,3.713445731,RCH,833,13.88333333
VIC,3008,Australia,Victoria,3008 Victoria Australia,-37.81819153,144.9399567,2.884467636,2.884467636,254.6457793,12.51705082,62.47000882,132.2652353,19.55538401,12.62787361,19.46150993,2.884467636,RCH,792,13.2
VIC,3010,Australia,Victoria,3010 Victoria Australia,-37.79586792,144.9611969,1.027190405,1.027190405,251.5589307,9.656852842,65.45321887,130.8923775,19.73785346,13.28529395,16.52110844,1.027190405,RCH,388,6.466666667
VIC,3011,Australia,Victoria,3011 Victoria Australia,-37.79948425,144.8962555,4.761306102,4.761306102,255.7913144,15.09515406,60.75206493,128.7283469,23.89264646,8.27110273,19.28795827,4.761306102,RCH,828,13.8
VIC,3012,Australia,Victoria,3012 Victoria Australia,-37.80324173,144.8588562,8.073459961,8.073459961,258.3883339,18.35687312,58.00184294,127.7541909,26.45697362,6.138929814,21.5638196,6.138929814,Sunshine,1250,20.83333333
VIC,3013,Australia,Victoria,3013 Victoria Australia,-37.81792068,144.882019,6.554676024,6.554676024,258.1339587,16.99804052,58.47790071,130.0709495,23.88428228,8.685200005,21.68885298,6.554676024,RCH,993,16.55
VIC,3015,Australia,Victoria,3015 Victoria Australia,-37.83765793,144.8820038,7.727885396,7.727885396,259.7171323,17.98935748,57.10602488,132.0756414,22.91226745,10.44565558,23.56941024,7.727885396,RCH,1063,17.71666667
VIC,3016,Australia,Victoria,3016 Victoria Australia,-37.85909653,144.8848267,9.269436499,9.269436499,261.2757632,19.09182506,55.87785625,134.3589721,21.81961246,12.62917994,25.55631027,9.269436499,RCH,1476,24.6
VIC,3018,Australia,Victoria,3018 Victoria Australia,-37.86030579,144.8150024,13.98637883,13.98637883,265.6149517,24.35553597,50.93908019,132.164553,27.66950747,11.2961231,28.92978589,11.2961231,Sunshine,1662,27.7
VIC,3019,Australia,Victoria,3019 Victoria Australia,-37.78670502,144.8548431,8.387366177,8.387366177,257.3319969,18.27388556,58.99212631,125.9289032,27.71102627,4.520247131,20.41899261,4.520247131,Sunshine,1359,22.65
VIC,3020,Australia,Victoria,3020 Victoria Australia,-37.78334427,144.8238525,11.13413139,11.13413139,259.0020315,20.90205245,57.31603372,124.5097018,30.22758388,2.792250014,22.13589557,2.792250014,Sunshine,1383,23.05
VIC,3021,Australia,Victoria,3021 Victoria Australia,-37.74279785,144.800415,14.29733827,14.29733827,257.3521195,22.80930826,59.28299057,119.5553853,34.40779839,2.324429652,21.29834161,2.324429652,Sunshine,1358,22.63333333
VIC,3022,Australia,Victoria,3022 Victoria Australia,-37.77595901,144.8010407,13.22641782,13.22641782,259.8633786,22.79793671,56.53860526,122.9876356,32.37334916,2.401201822,23.20123843,2.401201822,Sunshine,1260,21
VIC,3023,Australia,Victoria,3023 Victoria Australia,-37.75976944,144.7519989,17.79305897,17.79305897,261.7445985,27.01289186,55.14436256,119.7511521,37.01181879,5.761153134,25.94606821,5.761153134,Sunshine,1436,23.93333333
VIC,3024,Australia,Victoria,3024 Victoria Australia,-37.83334351,144.60289,30.80452519,30.80452519,276.9187947,40.99511194,41.00041656,123.7994369,46.48949946,20.60275154,41.35539415,20.60275154,Sunshine,2928,48.8
VIC,3025,Australia,Victoria,3025 Victoria Australia,-37.837883,144.8345337,11.27385771,11.27385771,262.63309,21.71122635,53.85580803,130.4742405,26.76804404,8.926701135,25.90785388,8.926701135,Sunshine,1452,24.2
VIC,3026,Australia,Victoria,3026 Victoria Australia,-37.8300209,144.7871857,14.86115471,14.86115471,264.9417705,25.25876545,51.3691494,128.1506019,30.97780555,8.362601413,28.02219081,8.362601413,Sunshine,1412,23.53333333
VIC,3027,Australia,Victoria,3027 Victoria Australia,-37.8620224,144.7430573,19.70158737,19.70158737,270.1986345,30.14629102,46.11068071,130.2214104,33.79019305,13.21715299,33.28068244,13.21715299,Sunshine,1616,26.93333333
VIC,3028,Australia,Victoria,3028 Victoria Australia,-37.87589264,144.77771,17.68276508,17.68276508,269.1439211,28.05955331,47.31743464,132.6630515,30.51946898,13.48833973,32.33178923,13.48833973,Sunshine,1623,27.05
VIC,3029,Australia,Victoria,3029 Victoria Australia,-37.83038712,144.6960297,22.67699312,22.67699312,270.7105738,32.95128759,45.93420523,125.6173172,38.61887963,13.32044332,34.22739641,13.32044332,Sunshine,1985,33.08333333
VIC,3030,Australia,Victoria,3030 Victoria Australia,-37.90761566,144.6367188,30.28611199,30.28611199,280.4131047,40.72682124,36.0080573,132.5229814,42.49457177,22.93851619,43.60501436,22.93851619,Sunshine,2329,38.81666667
VIC,3031,Australia,Victoria,3031 Victoria Australia,-37.7899971,144.9226379,2.427104097,2.427104097,253.4216169,12.56576265,63.20669172,128.7804887,22.6831,9.871180645,17.2045404,2.427104097,RCH,899,14.98333333
VIC,3032,Australia,Victoria,3032 Victoria Australia,-37.77472305,144.9000092,4.855346446,4.855346446,253.5913753,14.14063982,62.81118234,126.3826386,25.29821573,7.4655076,16.83545742,4.855346446,RCH,940,15.66666667
VIC,3033,Australia,Victoria,3033 Victoria Australia,-37.73965454,144.8582001,10.03949506,10.03949506,253.4461068,17.77796483,62.913768,121.2852287,30.62712479,4.158632859,16.76663335,4.158632859,Sunshine,1017,16.95
VIC,3034,Australia,Victoria,3034 Victoria Australia,-37.7615509,144.8626099,8.453590687,8.453590687,254.8750842,17.29508244,61.43406847,123.6582227,28.77435293,3.976049019,17.97717743,3.976049019,Sunshine,1075,17.91666667
VIC,3036,Australia,Victoria,3036 Victoria Australia,-37.69743347,144.8137512,16.04240311,16.04240311,253.0461581,22.57379336,63.94985744,115.3905865,36.67413578,6.824676208,18.33415672,6.824676208,Sunshine,1549,25.81666667
VIC,3037,Australia,Victoria,3037 Victoria Australia,-37.6998291,144.7555542,20.01083459,20.01083459,257.0039475,27.44687087,60.7273551,113.641906,40.42006053,8.520827606,23.36720641,8.520827606,Sunshine,1388,23.13333333
VIC,3038,Australia,Victoria,3038 Victoria Australia,-37.70686722,144.7941284,16.74272186,16.74272186,255.0256719,23.96429568,62.06760023,115.6594386,37.28066327,6.123518229,20.28483309,6.123518229,Sunshine,1244,20.73333333
VIC,3039,Australia,Victoria,3039 Victoria Australia,-37.765625,144.9214325,3.981174486,3.981174486,251.550596,12.1559399,64.88964768,126.3072124,24.58724129,9.166537397,14.9251783,3.981174486,RCH,714,11.9
VIC,3040,Australia,Victoria,3040 Victoria Australia,-37.75204849,144.9054871,6.038042545,6.038042545,251.4600866,13.52794812,64.87400566,124.3299198,26.64556992,7.769166176,14.57106862,6.038042545,RCH,972,16.2
VIC,3041,Australia,Victoria,3041 Victoria Australia,-37.72945786,144.9071655,8.048729579,8.048729579,249.5804728,13.71092433,66.72793302,122.1528674,28.3752484,8.528147105,12.67805766,8.048729579,RCH,657,10.95
VIC,3042,Australia,Victoria,3042 Victoria Australia,-37.72527695,144.8708649,10.28502405,10.28502405,251.5330425,16.92900067,64.84239117,120.3172341,30.90341935,5.986976884,14.95435247,5.986976884,Sunshine,883,14.71666667
VIC,3043,Australia,Victoria,3043 Victoria Australia,-37.70023346,144.8813782,11.99127566,11.99127566,248.9330346,16.85537624,67.52266199,118.2287042,32.31644374,8.594030355,12.82149388,8.594030355,Sunshine,990,16.5
VIC,3044,Australia,Victoria,3044 Victoria Australia,-37.731987,144.9382477,6.913097173,6.913097173,247.8475937,10.9880069,68.50090798,123.6674852,26.4242576,11.02391225,11.01750614,6.913097173,RCH,716,11.93333333
VIC,3046,Australia,Victoria,3046 Victoria Australia,-37.70637894,144.9303742,9.835279218,9.835279218,246.3240946,12.63868538,69.986009,120.8318442,29.13259865,11.50609095,9.46166598,9.46166598,Northern,876,14.6
VIC,3047,Australia,Victoria,3047 Victoria Australia,-37.68109512,144.9309235,12.60663047,12.60663047,244.3200603,14.07271253,72.03983496,118.3912444,31.4514874,13.19186544,7.975407021,7.975407021,Northern,1152,19.2
VIC,3048,Australia,Victoria,3048 Victoria Australia,-37.65342331,144.9250336,15.72549649,15.72549649,242.5584046,16.46954775,73.96563983,115.4557521,34.35664171,15.05288145,7.876688877,7.876688877,Northern,1314,21.9
VIC,3049,Australia,Victoria,3049 Victoria Australia,-37.67106628,144.8893738,14.61477829,14.61477829,246.1853094,17.71771654,70.42653795,115.6681634,34.42537191,11.61810988,11.18852475,11.18852475,Northern,1128,18.8
VIC,3051,Australia,Victoria,3051 Victoria Australia,-37.79846573,144.944931,0.706849889,0.706849889,252.7498666,11.06959623,64.14468986,130.4976884,20.58383147,12.03757747,17.25232734,0.706849889,RCH,272,4.533333333
VIC,3052,Australia,Victoria,3052 Victoria Australia,-37.78539276,144.9498444,0.898265098,0.898265098,251.3984039,10.13243702,65.38407674,129.3994021,21.26683661,12.00224907,15.74049539,0.898265098,RCH,408,6.8
VIC,3053,Australia,Victoria,3053 Victoria Australia,-37.80041885,144.9681549,1.779769161,1.779769161,251.5100922,9.367541353,65.63704142,131.6236064,18.94762693,14.02643881,16.84848408,1.779769161,RCH,650,10.83333333
VIC,3054,Australia,Victoria,3054 Victoria Australia,-37.7857132,144.9681244,1.818441447,1.818441447,250.3195201,8.635667665,66.62407056,130.1752128,20.13932842,13.57280364,15.26782529,1.818441447,RCH,675,11.25
VIC,3055,Australia,Victoria,3055 Victoria Australia,-37.76332855,144.9427338,3.410453441,3.410453441,250.0616022,10.26944467,66.46871781,126.9336877,23.48229724,11.01900038,13.75795478,3.410453441,RCH,617,10.28333333
VIC,3056,Australia,Victoria,3056 Victoria Australia,-37.76636124,144.9612427,3.174810316,3.174810316,249.1759586,8.682520856,67.49623695,127.9914528,22.17014358,12.66239308,13.4062989,3.174810316,RCH,757,12.61666667
VIC,3057,Australia,Victoria,3057 Victoria Australia,-37.76897812,144.9774323,3.642650732,3.642650732,248.4051935,7.321072836,68.41766537,128.923797,21.06594601,14.10293899,13.25917472,3.642650732,RCH,977,16.28333333
VIC,3058,Australia,Victoria,3058 Victoria Australia,-37.73757935,144.965683,6.367690181,6.367690181,246.601731,8.496532543,69.87003787,125.3666343,24.51564359,13.23757191,10.29908746,6.367690181,RCH,858,14.3
VIC,3059,Australia,Victoria,3059 Victoria Australia,-37.63663483,144.879837,18.49650395,18.49650395,244.1858716,20.67270992,72.85781272,111.8944864,38.04528314,14.64236196,12.00254854,12.00254854,Northern,1319,21.98333333
VIC,3060,Australia,Victoria,3060 Victoria Australia,-37.7048378,144.9693909,10.00331997,10.00331997,243.7750654,9.781637711,72.56439465,122.3567136,27.45860112,14.63888691,6.962699092,6.962699092,Northern,1333,22.21666667
VIC,3061,Australia,Victoria,3061 Victoria Australia,-37.66385651,144.9595337,14.43730732,14.43730732,241.1791101,13.54541736,75.16345425,117.9845724,31.89921598,16.35135138,4.976880651,4.976880651,Northern,1385,23.08333333
VIC,3063,Australia,Victoria,3063 Victoria Australia,-37.58931732,144.8448181,24.51186256,24.51186256,242.9648188,26.50474793,75.31007352,105.7997296,44.13521839,18.99115984,16.5566794,16.5566794,Northern,1432,23.86666667
VIC,3064,Australia,Victoria,3064 Victoria Australia,-37.55981445,144.9169617,26.14269606,26.14269606,236.0275956,25.22065683,81.64393845,106.1539557,43.96712304,23.78828782,13.49522807,13.49522807,Northern,2107,35.11666667
VIC,3065,Australia,Victoria,3065 Victoria Australia,-37.80082321,144.979187,2.69944303,2.69944303,250.8823899,8.579340391,66.39059891,132.1149783,18.2423909,14.95894126,16.68455926,2.69944303,RCH,813,13.55
VIC,3066,Australia,Victoria,3066 Victoria Australia,-37.801754,144.9882202,3.490071002,3.490071002,250.4191015,8.005572767,66.97281367,132.5800652,17.6334209,15.74598101,16.65755667,3.490071002,RCH,919,15.31666667
VIC,3067,Australia,Victoria,3067 Victoria Australia,-37.80415344,144.9996338,4.527711167,4.527711167,249.936537,7.437505431,67.636628,133.2917966,16.78129799,16.78253494,16.81411895,4.527711167,RCH,1023,17.05
VIC,3068,Australia,Victoria,3068 Victoria Australia,-37.78630447,144.9896545,3.582487133,3.582487133,249.0738194,6.947658918,68.08970177,131.1295402,18.88132537,15.43691927,14.93922899,3.582487133,RCH,879,14.65
VIC,3070,Australia,Victoria,3070 Victoria Australia,-37.77252197,145.0004883,5.018516489,5.018516489,247.3036614,5.457461666,69.77303428,130.2505656,19.58898876,16.1561023,13.3031795,5.018516489,RCH,1102,18.36666667
VIC,3071,Australia,Victoria,3071 Victoria Australia,-37.75818634,145.0058289,6.288912319,6.288912319,245.8193255,4.699336459,71.11971236,129.0965904,20.71677109,16.55438766,11.67684047,4.699336459,Austin,1186,19.76666667
VIC,3072,Australia,Victoria,3072 Victoria Australia,-37.74172974,145.0079804,7.691441469,7.691441469,244.3586565,4.804477356,72.4102651,127.6086161,22.24802248,16.8517209,9.838738661,4.804477356,Austin,1215,20.25
VIC,3073,Australia,Victoria,3073 Victoria Australia,-37.71210861,145.0068054,10.33794159,10.33794159,242.0507709,6.770006623,74.45656002,124.724239,25.28102889,17.43411858,6.563327902,6.563327902,Northern,1498,24.96666667
VIC,3074,Australia,Victoria,3074 Victoria Australia,-37.68379974,145.008194,13.22818182,13.22818182,239.7116986,9.264970848,76.65545544,122.1036785,28.15638743,18.7266133,3.425794214,3.425794214,Northern,1422,23.7
VIC,3075,Australia,Victoria,3075 Victoria Australia,-37.66678238,145.0128021,15.13412493,15.13412493,238.0805156,10.79894792,78.24845463,120.7188959,29.80423999,19.99069465,1.495743154,1.495743154,Northern,1580,26.33333333
VIC,3076,Australia,Victoria,3076 Victoria Australia,-37.63895035,145.009079,17.95292978,17.95292978,236.1267661,13.81512423,80.18790654,117.9416437,32.84954977,21.48150473,1.676108557,1.676108557,Northern,1552,25.86666667
VIC,3078,Australia,Victoria,3078 Victoria Australia,-37.78269577,145.0224915,6.489935673,6.489935673,246.820523,4.336775108,70.65499822,132.1893026,17.62328308,18.21201901,14.39433868,4.336775108,Austin,1062,17.7
VIC,3079,Australia,Victoria,3079 Victoria Australia,-37.76940918,145.0487061,9.085655808,9.085655808,244.1755622,1.691891889,73.38837975,132.0831672,17.99211328,20.35671022,13.24596579,1.691891889,Austin,1337,22.28333333
VIC,3081,Australia,Victoria,3081 Victoria Australia,-37.74209595,145.0461426,10.20733853,10.20733853,242.0926001,1.989446974,75.01652101,129.3722196,20.93204522,20.18545157,10.24796162,1.989446974,Austin,1473,24.55
VIC,3082,Australia,Victoria,3082 Victoria Australia,-37.66400528,145.0645142,17.57364895,17.57364895,234.6756515,10.31535813,81.80342005,122.9727723,28.98651873,24.14594536,4.557465597,4.557465597,Northern,1883,31.38333333
VIC,3083,Australia,Victoria,3083 Victoria Australia,-37.6965332,145.0593109,14.44718793,14.44718793,237.6052722,6.68802116,79.09200395,125.7205536,25.52284509,22.36137787,6.209240968,6.209240968,Northern,1537,25.61666667
VIC,3084,Australia,Victoria,3084 Victoria Australia,-37.74664307,145.0769196,12.31859281,12.31859281,240.6339058,1.912823793,76.88089676,131.2389451,19.75219776,22.84528932,11.73264859,1.912823793,Austin,1574,26.23333333
VIC,3085,Australia,Victoria,3085 Victoria Australia,-37.72269821,145.0795136,13.84736721,13.84736721,238.5163641,4.177650877,78.65778747,129.1279787,22.3314898,23.38339186,9.596927212,4.177650877,Austin,1789,29.81666667
VIC,3087,Australia,Victoria,3087 Victoria Australia,-37.70487213,145.0841827,15.37634434,15.37634434,236.7830167,6.163952424,80.20150829,127.7044597,24.23160618,24.2036401,8.388093908,6.163952424,Austin,1703,28.38333333
VIC,3088,Australia,Victoria,3088 Victoria Australia,-37.69844055,145.1115265,17.70864928,17.70864928,234.6245419,7.942002232,82.53522885,128.4765638,24.74542707,26.71175816,9.899167732,7.942002232,Austin,1836,30.6
VIC,3089,Australia,Victoria,3089 Victoria Australia,-37.66795349,145.1566925,22.92389734,22.92389734,229.439854,13.0693728,87.75403627,128.0876292,28.29787964,31.49643871,12.62045275,12.62045275,Northern,2138,35.63333333
VIC,3090,Australia,Victoria,3090 Victoria Australia,-37.66742325,145.1123505,20.01327112,20.01327112,232.0479588,10.9691395,84.75001882,125.7100086,28.19073806,27.851311,8.753038817,8.753038817,Northern,2077,34.61666667
VIC,3091,Australia,Victoria,3091 Victoria Australia,-37.63751221,145.1348572,23.77819563,23.77819563,228.267962,14.82688845,88.4073017,124.2318197,31.53093183,31.00357956,10.74256515,10.74256515,Northern,2187,36.45
VIC,3093,Australia,Victoria,3093 Victoria Australia,-37.73882675,145.1162109,15.83084905,15.83084905,237.6747444,5.387300665,80.19664121,132.409774,20.24524573,26.35461066,13.05029843,5.387300665,Austin,1992,33.2
VIC,3094,Australia,Victoria,3094 Victoria Australia,-37.71903229,145.1252747,17.4985634,17.4985634,235.504089,7.157712735,82.12575037,131.0461584,22.44560683,27.41974133,12.17671218,7.157712735,Austin,2123,35.38333333
VIC,3095,Australia,Victoria,3095 Victoria Australia,-37.71138763,145.1663513,21.10498369,21.10498369,232.4647863,10.68041816,85.55894874,132.4608818,23.63294795,31.12412991,14.83698473,10.68041816,Austin,2275,37.91666667
VIC,3096,Australia,Victoria,3096 Victoria Australia,-37.66731644,145.1883545,25.2293055,25.2293055,227.51701,15.09025659,90.0084702,129.7428377,28.81025535,34.16744605,15.38146773,15.09025659,Austin,2407,40.11666667
VIC,3097,Australia,Victoria,3097 Victoria Australia,-37.68944931,145.241684,28.14296194,28.14296194,226.2750323,17.70157777,92.40080155,134.6040245,27.83606305,38.09297857,20.3927444,17.70157777,Austin,2832,47.2
VIC,3099,Australia,Victoria,3099 Victoria Australia,-37.58052826,145.2194977,33.51747345,33.51747345,218.5452536,24.13702395,98.19184926,124.1502163,38.82462131,40.55168419,19.7902224,19.7902224,Northern,3005,50.08333333
VIC,3101,Australia,Victoria,3101 Victoria Australia,-37.80345917,145.0331726,7.399785727,7.399785727,247.8982066,5.684109366,70.11338092,134.6593477,15.15381799,19.59383754,16.76654155,5.684109366,Austin,1052,17.53333333
VIC,3102,Australia,Victoria,3102 Victoria Australia,-37.79070663,145.0523682,9.008563583,9.008563583,245.7161041,3.831631656,72.30371766,134.2813645,15.67104463,20.94491215,15.62691554,3.831631656,Austin,1214,20.23333333
VIC,3103,Australia,Victoria,3103 Victoria Australia,-37.80948257,145.0804291,11.60497872,11.60497872,245.644636,6.159327468,73.25164016,137.3385216,12.88250257,23.78346474,18.29843808,6.159327468,Austin,1422,23.7
VIC,3104,Australia,Victoria,3104 Victoria Australia,-37.79174805,145.0842896,11.80974129,11.80974129,243.9385931,4.477570733,74.58578325,135.8316145,14.71072901,23.73206924,16.56296169,4.477570733,Austin,1337,22.28333333
VIC,3105,Australia,Victoria,3105 Victoria Australia,-37.7686348,145.0869751,12.3585607,12.3585607,241.8589848,2.776144756,76.1977822,133.7768821,17.18578931,23.71176863,14.31188734,2.776144756,Austin,1282,21.36666667
VIC,3106,Australia,Victoria,3106 Victoria Australia,-37.75407028,145.1486054,18.00522293,18.00522293,237.0631112,7.860969132,81.60718367,135.4165346,18.70583107,29.11126567,16.26317717,7.860969132,Austin,1714,28.56666667
VIC,3107,Australia,Victoria,3107 Victoria Australia,-37.76382446,145.1121979,14.63918062,14.63918062,239.9874622,4.721876536,78.33662461,134.5280337,17.4780148,25.91042193,14.98750344,4.721876536,Austin,1399,23.31666667
VIC,3108,Australia,Victoria,3108 Victoria Australia,-37.78480911,145.1239319,15.3225772,15.3225772,241.0663405,6.488884568,77.94493434,137.0454189,15.13061357,27.0875149,17.49724533,6.488884568,Austin,1485,24.75
VIC,3109,Australia,Victoria,3109 Victoria Australia,-37.77881622,145.1638947,18.87520253,18.87520253,238.2755881,9.521865016,81.29179942,138.4448474,16.24075803,30.5274326,19.16130223,9.521865016,Austin,1595,26.58333333
VIC,3111,Australia,Victoria,3111 Victoria Australia,-37.78977585,145.1913757,21.22210803,21.22210803,237.6579012,12.18208925,82.77042909,140.8229143,15.8370703,33.03953942,21.72477052,12.18208925,Austin,1671,27.85
VIC,3113,Australia,Victoria,3113 Victoria Australia,-37.74042892,145.2112732,23.7192029,23.7192029,232.3267472,13.48783746,87.07076886,137.4106834,21.57806131,34.67894607,19.83350509,13.48783746,Austin,2240,37.33333333
VIC,3114,Australia,Victoria,3114 Victoria Australia,-37.77700424,145.2147675,23.34750714,23.34750714,235.2537873,13.8556343,85.25850694,140.862506,17.99712308,34.97676051,22.3430008,13.8556343,Austin,2039,33.98333333
VIC,3116,Australia,Victoria,3116 Victoria Australia,-37.73860168,145.3143158,32.60796044,32.60796044,226.4325575,22.51617798,94.97985023,142.8891115,26.44749681,43.7366264,28.02850012,22.51617798,Austin,2576,42.93333333
VIC,3121,Australia,Victoria,3121 Victoria Australia,-37.82290649,145.0040436,5.773418245,5.773418245,251.2178565,8.818339394,66.78595348,135.309929,14.95742025,17.87596723,18.87085516,5.773418245,RCH,1192,19.86666667
